"Premises","Hypothesis","GoldLabel"
"(A worker; is; on their knees; L:at a work site by a white fence) ||| (A worker; is; on their hands; L:at a work site by a white fence)","The worker is working on a fence","entailment"
"(a woman; sit; back to; back on a bench; L:in front of a building with a colorful painted door) ||| (a man; sit; back to; back on a bench; L:in front of a building with a colorful painted door)","A dog scratches its ear with its paw.","contradiction"
"(A dark dog; jumps; out; onto the grass) ||| (A dark dog; jumps; out of the water)","The dog leaps from the water.","entailment"
"(boy; cross; a rope bridge) ||| (young girl; cross; a rope bridge)","A boy and girl are inside a house.","contradiction"
"(This; is; nice place chat) ||| (This; is; nice place to relax)","the place is a cafe","neutral"
"(woman; are sitting; by the boats) ||| (The man; are sitting; by the boats)","A couple hold hands beside some boats","neutral"
"(a woman; looking; at a self check out machine) ||| (A man; check out; machine)","Two people who just purchased groceries.","neutral"
"(A man; admires; spread of food) ||| (A man; admires; his entertainment cabinet)","The man is at the supermarket.","contradiction"
"(gunshots; fired; T:during a ceremony) ||| (A boys choir group; is responding; to gunshots)","Humans responding","entailment"
"(a farm market; selling; peppers) ||| (A girl; working; L:at a farm market)","The girl is swimming in the ocean.","contradiction"
"(A woman in jeans; is stretching out; her arms; T:while standing on her tip toes) ||| (A woman in a white shirt; is stretching out; her arms; T:while standing on her tip toes)","Someone is stretching.","entailment"
"(Young man; standing; on a dock next to a white pole) ||| (Young man; standing; on a dock next to a green pole)","The young man is watching the Titanic approach the dock.","contradiction"
"(A musician; is playing; guitar; L:on stage) ||| (A musician; is singing; )","The rockstar plays guitar to his fans.","neutral"
"(A man in a plaid shirt with a laptop in his lap; is sitting; next to a table; with a circuit board; L:on it) ||| (A man in a plaid shirt with a laptop in his lap; is sitting; next; L:to a table; with a microscope on it)","A man is surrounded by technology while he sits.","entailment"
"(a picnic table; eating; with luggage) ||| (A woman; sits; at a picnic table)","a woman eats","entailment"
"(other people; looking; on) ||| (Many people; walking together; L:on pavement near a brick building with other people)","People walk past a brick building, as other people view their march.","entailment"
"(a balcony; looking upwards; ) ||| (Two people; standing; on a balcony)","The people looked up.","entailment"
"(two men; are expressing; happy emotions; T:While standing in a group of men) ||| (two men; are sharing; joint attention; on a small electronic device; T:While standing in a group of men)","Two men are reading a book.","contradiction"
"(A man; is skiing; down a mountain with another large mountain behind a river between the mountains) ||| (A man; is skiing; down a mountain with another large mountain behind him)","The man is very great at skiing.","neutral"
"(A white dog; jumping; into a pool) ||| (A black dog; jumping; into a pool)","The dog is jumping in a clean pool with toys.","neutral"
"(a present; given; to her; by her friends) ||| (An old woman; looking; excited with a present)","The woman was upset.","contradiction"
"(a blond woman; are kissing; L:on the street) ||| (A man; are kissing; L:on the street)","Two people are kissing.","entailment"
"(People; relaxing; clothing) ||| (People; hanging out; L:on the beach; L:in bathing suits)","There is no one at the beach as it is closed.","contradiction"
"(a track; holding; a marker) ||| (Young boy in white shirt; runs; L:on a track)","Young boy was dancing in a disco","contradiction"
"(the subway; to come; to look up from his book to check the oncoming track) ||| (a man; waiting; for the subway to come pauses to look up from his book; L:In a black leather coat)","The man is standing on the subway tracks.","contradiction"
"(Men; talking; to each other) ||| (Men; standing; at the edge of a basketball court)","the men are sitting in a restaurant.","contradiction"
"(A black - haired woman in orange; is doing; work near the water) ||| (A black - haired woman in yellow; is doing; work near the water)","The tourist director works near the water.","neutral"
"(a street; carrying; a young boy; L:on his shoulders; T:during the day) ||| (A man in an orange working vest; walking; down a street)","A man in orange gives his son a piggyback ride down the street in the daytime.","neutral"
"(a bench; overlooking; a mountain range) ||| (A couple; sits; on a bench)","The couple are engaged.","neutral"
"(one of which; is staring; into the lens of the camera) ||| (Two women; standing; in close proximity of each other)","Two men are sitting on the grass.","contradiction"
"(his friend; doing; gymnastics; L:in a field) ||| (A young man; takes; a picture of his friend)","A young man is taking photos of his daughter dancing.","contradiction"
"(a small white dog; laying; on his side) ||| (A small black dog; is standing; over a small white dog)","A mother dog is caring for her pup.","neutral"
"(an elderly man; is; in the background) ||| (An elderly woman; looks; upset)","The elderly woman is very excited.","contradiction"
"(a city train track; surrounded; by brick pavement in a city) ||| (A man in a orange vest; works; on a city train track)","A woman is awaiting a train.","contradiction"
"(A woman; selling; her vegetables) ||| (A woman; sits; at the market)","the women eats on her couch","contradiction"
"(children; gathered; L:outdoors; L:under a slatted roof socializing) ||| (Adults; gathered; L:outdoors; L:under a slatted roof socializing)","People are outside.","entailment"
"(bright vests; standing by; ) ||| (A tractor; sits; on the road; with people with in bright vests)","People are working for the city.","neutral"
"(Two young boys; are playing; mid-action) ||| (Two young boys; are playing; soccer)","There are boys having dinner.","contradiction"
"(an escalator; holding; a phone) ||| (A boy; is sitting; on an escalator)","The boy is calling someone on the phone.","neutral"
"(Two brown dogs; playfully chase; a white soccer ball) ||| (Two brown dogs; playfully chase; a red soccer ball)","Animals are playing with a ball.","entailment"
"(Several black men; dancing; L:in the dirt) ||| (Several black men; are celebrating; )","The men are sitting on a couch.","contradiction"
"(A man in orange scarf; sits; in a yoga; T:pose in the grass) ||| (A man in a black jacket; sits; in a yoga; T:pose in the grass)","The man is instructing a yoga class.","neutral"
"(older man; are walking; side-by-side; L:on treadmills; L:in a fitness room) ||| (Woman; are walking; L:side-by-side; L:on treadmills; L:in a fitness room)","A woman and her dad are working out.","neutral"
"(a dog; running; L:in the foreground) ||| (A cow herd; grazing; L:in the pasture with a dog)","The cows are eating.","entailment"
"(A white person; wearing; a purple t - shirt shovels snow) ||| (A white person; wearing; shorts)","A person is shoveling snow so they can get to work.","neutral"
"(A skinny guy; fixing; a pole; to a badminton net) ||| (A skinny guy; sits; in the grass)","A skinny guy sets up a badminton net while his family gets ready for the afternoon of fun.","neutral"
"(A man in baseball cap; picking up; trash; L:in an empty lot) ||| (a black shirt; picking up; trash; L:in an empty lot)","A guy pick cleaning up a lot.","entailment"
"(railroad tracks; entering; a tunnel) ||| (Workers; walk; L:along railroad tracks)","The workers are on vacation surfing the big waves of Hawaii.","contradiction"
"(A girl in a black striped shirt; sits; on a brick wall in front of a tropical plant) ||| (A girl in a red striped shirt; sits; on a brick wall in front of a tropical plant)","A girl is waiting for her father","neutral"
"(Three young people in red shirts with Triple Threat Sports; are; at a ballgame) ||| (Triple Threat Sports; inscribed; )","three stooges on television","contradiction"
"(man; are carrying; backpacks) ||| (A woman; are carrying; backpacks)","Two people wearing backpacks.","entailment"
"(Woman; wearing; all black) ||| (Woman; sitting; on a blue bench) ||| (Woman; reading; a paper)","A woman reads Twilight on the couch.","contradiction"
"(A man in a jacket; is riding; his bicycle) ||| (A man in a black hat; is riding; his bicycle)","Man rides his bicycle home.","neutral"
"(One man with another with a red beard; are holding; beers) ||| (One man with another with a red glasses; are holding; beers) ||| (One man with another with a red scarf; are holding; beers) ||| (One man with a plaid shirt; are holding; beers)","The two friends were drinking beers together in their fall apparel.","neutral"
"(A baby; has; food; L:on his face) ||| (A baby; eats; )","Baby eating","entailment"
"(The boy in the gray t - shirt; is standing; next to the girl in the cowboy hat on the beach) ||| (The boy in the gray t - shirt; is standing; next to the girl in the green dress)","The kids are having fun","neutral"
"(A little girl; sits; in front of a map of the world) ||| (A little girl; eats; an apple)","The girl is playing in the ocean.","contradiction"
"(People; buying; vegetables; L:in a market) ||| (People; buying; fruits; L:in a market)","A kid is playing jacks.","contradiction"
"(the woods; wearing; bathing suits) ||| (Several people; are socializing; L:outdoors; L:in the woods)","The people are inside a mall wearing suits.","contradiction"
"(a white dog; are running; across a stony hillock) ||| (a brown dog; are running; across a stony hillock)","Myna birds make muffins.","contradiction"
"(A group of women; play; various stringed instruments) ||| (women; wearing; all black uniforms)","They are wearing white.","contradiction"
"(A woman; looks; at a man through a window) ||| (A woman; bites; her fingernails)","a woman is eating a steak.","contradiction"
"(A man in blue hat; making; a sand sculpture) ||| (a red shirt; making; a sand sculpture)","The man is using sand.","entailment"
"(Two boys in tan patched shirts; stand; in front of tents) ||| (Two boys in blue jeans; stand; in front of tents)","The boys are camping.","neutral"
"(People; are riding; bikes; L:next to a green bus) ||| (People; are riding; bikes; L:next to a blue bus)","A driver fixing a flat tire.","contradiction"
"(Young children; playing together; L:in a bounce house) ||| (Young children; are dressed; in brightly colored clothed)","The children are under the age of 47 years old.","entailment"
"(A young man; is standing; on one arm) ||| (A young man; is skateboarding; on a ramp)","A girl is with her boyfriends.","contradiction"
"(A woman with a shopping bag; stands; in a crowd next to a young man with a camera) ||| (a shopping bag; labeled; sale)","A female employee is handing out shopping bags at a sale near a young photographer.","neutral"
"(helmet; looks; to the left) ||| (A man in a red football uniform; looks; to the left)","Colin Kaepernick looks for his receiver.","neutral"
"(A man in an orange vest; sits; at a computer terminal) ||| (A man in; worn; L:over a blue short-sleeve collar shirt)","A construction worker is working on a project at a computer.","neutral"
"(A little boy with a headset; is wearing; a black shirt with a gray shorts) ||| (A little boy with a headset; is wearing; a black shirt with a number on it) ||| (A little boy with a blue goggles; is wearing; a black shirt with a gray shorts) ||| (A little boy with a blue goggles; is wearing; a black shirt with a number on it)","The little boy wears pants and a sweatshirt.","contradiction"
"(a work area; working; on computers) ||| (A room full of people; are sitting; three; L:at a work area)","A park ampitheatre filled with people sitting on blankets.","contradiction"
"(A group of people; raising; their arms) ||| (people; standing; together; L:outside)","The group of people are doing handstands.","contradiction"
"(a woman with blond-hair sticks her tongue out at the camera as an African American woman; looks; on) ||| (Several woman; talking; around a table)","The women are on the couch.","contradiction"
"(Child; looking; at train ride brochure) ||| (Child; sitting down; )","A child is reading a brochure about trains while sitting down.","entailment"
"(blue shirt; is talking; on his phone indoors) ||| (A man in a black coat; is talking; on his phone indoors)","A man is eating chicken.","contradiction"
"(two waitresses; are hanging out; L:on the balcony) ||| (The three chefs; are hanging out; L:on the balcony)","Five people are on the balcony.","entailment"
"(Two people; alley; ) ||| (Two people; sitting; in)","They are dating eachother","neutral"
"(A brown dog with his tongue; out facing; a second , almost off - camera dog) ||| (A brown dog with his mouth open; facing; a second , almost off - camera dog) ||| (A white dog with his tongue; out facing; a second , almost off - camera dog) ||| (A white dog with his mouth open; facing; a second , almost off - camera dog)","There are two dogs.","entailment"
"(A man in a shiny hat; is talking; into a microphone) ||| (A man in a green shirt; is talking; into a microphone)","A man is putting on a show for people.","neutral"
"(Many people; talking together; ) ||| (Many people in dark cloths; are drinking; )","People are sleeping on teh beach.","contradiction"
"(Girl in white uniform; doing; cheers) ||| (Girl in blue uniform; doing; cheers)","A boy is performing in a marching band.","contradiction"
"(a road; fanning; herself) ||| (A woman in a white shirt; standing; beside a road)","A woman cools herself from the heat.","entailment"
"(a concert; wearing; feather boas) ||| (Men; playing; T:during a concert)","The men play a trumpet in a parking lot.","contradiction"
"(A group of women; are standing; next to a homemade pirate ship) ||| (A group of men; are standing; next to a homemade pirate ship)","The group was taking pictures near a dump.","contradiction"
"(a t - shirt; preparing; some food) ||| (An Asian man in spectacles; preparing; some food)","the man is naked at the class","contradiction"
"(a black coat; is walking; ) ||| (A woman with black boots; is walking; )","A woman is riding in a taxi.","contradiction"
"(Child; closing; their eyes) ||| (Child; wearing; colorful shirt)","Child wearing a brown shirt eats an apple.","contradiction"
"(A man in black jacket; driving; a scooter on the road) ||| (A man in black trouser; driving; a scooter on the road)","The man is driving the scooter to meet his girlfriend","neutral"
"(A white dog with his tongue out; is; in the snow) ||| (A brown dog with his tongue out; is; in the snow) ||| (A black dog with his tongue out; is; in the snow)","The dog is cold.","neutral"
"(a blue shirt; holding; a red bag) ||| (A large poster of a shaggy buffalo; hangs; L:over the head of a man in a blue shirt)","A brown haired guy is standing underneath a poster of a buffalo.","neutral"
"(A white female; sitting; behind ice cream stand) ||| (A white female; sitting; behind a programmes)","There is a woman in back of an food kiosk.","entailment"
"(a placid lake; surrounded; by lush green foliage) ||| (A man in a canoe; sits; on a placid lake)","A man in a canoe sits and waits for the wind to pick up to return home.","neutral"
"(blankets; spread; L:over a field of grass) ||| (Youths; lie; on blankets) ||| (Youths; sit; )","The youths are all boys.","neutral"
"(the young lady; is holding; a champagne or wine bottle) ||| (A young couple; are; outside; L:among many other people)","Several people are outdoors.","entailment"
"(two horses; are; near a contained fire) ||| (A girl; are; near a contained fire) ||| (A man; are; near a contained fire)","Two people and two horses are near a fire that is burning because of someone who fell asleep smoking.","neutral"
"(her child; are walking; L:on a stone path) ||| (A mother; are walking; L:on a stone path)","the boy liked cowboys","neutral"
"(another two; are standing; in front of them) ||| (one of which; is playing; guitar) ||| (Two males; are sitting; on a dock)","A woman plays her guitar while a guy stands in front of her.","contradiction"
"(a rocky beach; looking; at the water) ||| (A young girl; stands; on a rocky beach)","The student stands in the driveway looking for the bus to arrive.","contradiction"
"(A group of men; walk; near a large float) ||| (men; dressed; in Japanese style clothing)","The men are wearing dresses.","contradiction"
"(A woman; is laughing; T:as a small girl climbs up her back) ||| (A woman; is laughing; as two small boys play around her)","Five children play as a woman cries.","contradiction"
"(white tennis shoes; is bowling; ) ||| (jean shorts; is bowling; ) ||| (A woman in a black shirt; is; bowling)","A woman throws a bowling ball into the gutter.","neutral"
"(helmets; run; L:on a field) ||| (Six children in lacrosse uniforms; run; )","Six children are cleaning a room.","contradiction"
"(an adobe doorway; wearing; a white tank top) ||| (A man; standing; in an adobe doorway)","A male in a white, sleeveless t-shirt stands in the doorway of an adobe house","entailment"
"(A woman with strawberry blond - hair; decorates; a tile in black) ||| (A woman with strawberry blond - hair; decorates; a tile in yellow)","A woman is weaving a basket.","contradiction"
"(Two; laughing; ) ||| (Two women in flashy dresses; standing; )","Two women are seated outside at a cafe.","contradiction"
"(A man; looks; out; over another mountain) ||| (A man; sits; on a cliff)","A man wearing hiking boots and a backpack admires the view.","neutral"
"(A young man; plays; guitar) ||| (A young man in glasses; sings; )","the cats are eating","contradiction"
"(Two people; sit; on a bench; L:in front of a picture of a woman with a huge diamond necklace) ||| (Two people; sit; on a bench; L:in front of a picture of a woman with long , messy hair)","Two people knock the picture, breaking it as it falls on the floor.","contradiction"
"(a woman musician; practicing; L:on a well - lit stage) ||| (A man; practicing; L:on a well - lit stage)","The man and woman are dating.","neutral"
"(others; sitting; by a street corner) ||| (Some people; walking; )","Some people peddle wares on a corner while others walk past them.","neutral"
"(a woman; stare; at the entrance - way to some catacombs) ||| (A man; stare; at the entrance - way to some catacombs)","There are people near catacombs.","entailment"
"(the other; is poking; L:at him) ||| (Two people in the photo; are playing; the guitar)","Two people are holding guitars.","entailment"
"(A woman; is dressed; as a pirate in a black hat) ||| (A woman; is dressed; as a pirate in a red velvet dress)","The woman is wearing a pirate costume.","entailment"
"(boy; playing on; L:on a white floor) ||| (boy; playing on; L:on a black floor) ||| (An Asian girl; playing on; with a yellow ball; L:on a white floor) ||| (An Asian girl; playing on; with a yellow ball; L:on a black floor)","Two kids are at church service.","contradiction"
"(Three people; singing; L:on a stage) ||| (Three people; playing; musical instruments)","A trio perform a song.","entailment"
"(Man; hold; a cup) ||| (Man; sitting; in a chair)","A man drinking tea.","neutral"
"(A woman in white coveralls; working; L:in a lab) ||| (A woman in glasses; working; L:in a lab)","The woman was sleeping at home.","contradiction"
"(A catcher in a white uniform; plays; L:at a baseball game) ||| (A catcher in a red uniform; plays; L:at a baseball game)","There maybe a catcher playing at a game wearing a white uniform.","neutral"
"(An ultimate player; pancakes; a disc with a male in the foreground) ||| (An ultimate player; pancakes; a disc with a female)","A golfer hits a hole in one.","contradiction"
"(A man in a white shirt; showing; something; to a woman in a white shirt) ||| (A man in a white shirt; is standing; in the grass)","A woman is looking at a kite thanks to the helpful man","neutral"
"(a pathway; taking; pictures of the scenery) ||| (Two women; kneeling; L:on a pathway)","the two women are picking flowers.","contradiction"
"(A white dog; is carrying; a Frisbee) ||| (A brown dog; is carrying; a Frisbee) ||| (A black dog; is carrying; a Frisbee)","There are dogs in this picture","entailment"
"(a swimming pool; floating; L:above many floating devises) ||| (A white man; is seen; L:in a swimming pool)","A man floats in the water.","entailment"
"(A restaurant; filled; with consumers) ||| (A restaurant; filled; with chairs)","The restaurant is closed down.","contradiction"
"(chairs; overlooking; a steep rocky incline) ||| (People; sitting; on chairs)","ladies on beds","contradiction"
"(Two Asian women; are; there is a beautiful background of bamboo) ||| (Two Asian women; are completing; tasks)","two asian women are on a couch watching the view","contradiction"
"(Two men in dungarees; are working; on the roof of a house) ||| (Two men in chartreuse jackets; are working; on the roof of a house)","A couple people are wearing the same clothes and working high up in the air.","entailment"
"(An older man; is playing; a singing; into a microphone) ||| (An older man; is playing; a guitar; into a microphone)","A young man playing drums.","contradiction"
"(dark - haired girl; are making; crafts; out of toilet paper rolls) ||| (dark - haired girl; are making; crafts; out of paper plates) ||| (The older lady; are making; crafts; out of toilet paper rolls) ||| (The older lady; are making; crafts; out of paper plates)","Two young girls make crafts out of human flesh.","contradiction"
"(a grungy looking band with instruments; plays; their music; for an audience) ||| (a grungy looking band with long hair; plays; their music; for an audience) ||| (a grungy looking band with tattered clothes; plays; their music; for an audience)","A band plays live.","entailment"
"(Two elderly men in the park one man; looking; on) ||| (the park one man; taking; the other) ||| (Two elderly men in the park one man; taking; a snooze)","Two men are in the park and one is sleeping after a reading a long, boring book.","neutral"
"(A group of boys; walk; down railroad tracks in a wooded area) ||| (A group of young women; walk; down; railroad tracks; L:in a wooded area)","Some people are balancing on the railroad tracks.","neutral"
"(A man; wearing; a red hard hat shovels watery mud next to a low cement wall) ||| (A man; wearing; orange reflective clothing)","He is a construction worker.","entailment"
"(hats; pose; with fingers) ||| (hats; pose; with American flags) ||| (fingers; held up; with the number three) ||| (People in costume; pose; with fingers) ||| (American flags; held up; with the number three) ||| (People in costume; pose; with American flags)","People do not have anything on their heads.","contradiction"
"(A woman in woman in black; talking; on cellphones) ||| (A woman in woman in black; are standing; by each other) ||| (A woman in white; talking; on cellphones) ||| (A woman in white; are standing; by each other)","Two women are on the bus talking on their cellphones.","neutral"
"(a grass; covered; hill) ||| (A black dog; chasing; another black dog; down a grass)","boy eats apple","contradiction"
"(A person in there; are; buildings in the background) ||| (A person in a white hooded shirt; is sitting; in a chair near a body of water)","Nobody has a shirt.","contradiction"
"(a cliff; overlooking; a scenic view) ||| (A group of people; rest; L:on a cliff)","The people are on vacation.","neutral"
"(Two women in hats; sit; beside a black backpack; L:on a stone bench; L:beside a dusty trail) ||| (Two women in brightly colored tee - shirts; sit; beside a black backpack; L:on a stone bench; L:beside a dusty trail)","Two hikers pause for a rest.","neutral"
"(Old man with white t - shirt; looking; at a sculpture) ||| (Old man with white hair; looking; at a sculpture)","The old man is dressed as Santa Claus.","contradiction"
"(A black dog; jumping; out of a pond) ||| (A brown dog; jumping; out of a pond)","A pink and green dog barks at the water.","contradiction"
"(A woman; is laughing; T:as a small girl climbs up her back) ||| (A woman; is laughing; as two small boys play around her)","The woman is their mother.","neutral"
"(two buckets; strapped; L:at his sides) ||| (A painter; hanging; L:on the side of a building painting; with two buckets)","The painter is wearing coveralls.","neutral"
"(an alley; lit; by bright signs) ||| (an alley; lit; by paper lanterns) ||| (A man; walks; down an alley)","Nobody is walking","contradiction"
"(An ad; showing; Coca Cola; L:in two runners in black Nutrilite jerseys) ||| (An ad; showing; Coca Cola; L:in the background)","Two people are running in the city.","neutral"
"(People; laughing; with a security officer) ||| (People; enjoying; themselves; L:on the street)","people harassing a guard","contradiction"
"(two girls; play; a game of cards; L:at a table) ||| (Two boys; play; a game of cards; L:at a table)","The four adults are playing poker.","neutral"
"(A sitting lady; is working; with some sort of dirty material) ||| (A sitting lady; has; on white gloves)","A lady is watching tv","contradiction"
"(a blond girl in a black sweatshirt; are staring; at a fire in a barrel) ||| (A blond horse; are staring; at a fire in a barrel)","A man and his dog stare at an aquarium of goldfish.","contradiction"
"(a well stocked bar; smiling; at customers) ||| (a blond bartender; standing; behind a well stocked bar)","A person is helping customers in a bar.","entailment"
"(two buckets; strapped; L:at his sides) ||| (A painter; hanging; L:on the side of a building painting; with two buckets)","There is a man that is a repairing a gutter on his house.","contradiction"
"(A man in a woman in a gray hooded sweatshirt; are walking; L:along a construction zone) ||| (A man in a yellow patterned shirt; are walking; L:along a construction zone)","A man and woman dressed in winter cloths take their evening stroll on a newly constructed bridge","entailment"
"(A woman; is playing; the electric guitar) ||| (A woman; is leaning; on the chair)","A person is playing an instrument","entailment"
"(Two man; are drinking; ) ||| (Two man; are eating; )","The two men are having a meal.","entailment"
"(a fan; running; L:in the background) ||| (Two Asian men; are working; T:in rather sparse quarters)","The men are waiting for the air to be fixed.","neutral"
"(a red hat; stands; on top of a mountain with clouds in the distance) ||| (a red hat; stands; on top of a mountain with more mountains in the distance) ||| (A person in a black jacket; stands; on top of a mountain with clouds in the distance) ||| (A person in a black jacket; stands; on top of a mountain with more mountains in the distance)","A man is laying down looking at clouds.","contradiction"
"(Football players in white; are jumping; ) ||| (Football players in red; are jumping; ) ||| (Football players; hugging; )","The football players are sitting on a bench and pouting.","contradiction"
"(the women; are resting; their arms; L:on the bench) ||| (The man; are resting; their arms; L:on the bench)","There are two people together.","entailment"
"(Grocery store employee; sits; on a ledge in front of the store) ||| (Grocery store employee; dressed; in a red apron & a baseball cap)","The grocery store employee is having a cigarette break.","neutral"
"(Two men; are holding; white towels) ||| (Two men; are holding; red microphones)","Two men are the M.C.s at a pool party","neutral"
"(man with bikes; stand; by a man with a guitar in front of a large building with a balcony) ||| (A woman; stand; by a man with a guitar in front of a large building with a balcony)","The man and the woman are sitting in the grass.","contradiction"
"(A young blond - haired woman wearing black sweater; applying; facial makeup) ||| (A young blond - haired woman wearing blue jeans; applying; facial makeup)","The woman has blond hair.","entailment"
"(A pink-haired woman with a pink tiger; is painting; a child's face) ||| (a pink tiger; painted; L:on her face)","The woman cries as the organist plays the final song of the funeral service.","contradiction"
"(Man with mustache; walks; down the street in cowboy hat) ||| (Man with mustache; walks; down the street in shorts) ||| (Man with long dark hair; walks; down the street in cowboy hat) ||| (Man with long dark hair; walks; down the street in shorts)","A man is walking in the mall.","contradiction"
"(people; are repairing; them) ||| (Five colorful hot air balloons; are grounded; )","There are several people in this picture, and they are all inside.","entailment"
"(A child in a dog; pose; for a picture outdoors) ||| (A child in a black bike helmet; pose outdoors; for a picture) ||| (A child in jeans; pose; for a picture outdoors) ||| (A child in a red sweatshirt; pose; for a picture outdoors)","A child throws a frisbee for her dog to catch.","contradiction"
"(A girl in shorts; poses; for a picture on a mountain) ||| (a mountain; overlooking; a lake) ||| (A girl in a bikini top; poses; for a picture on a mountain)","The Picture is being taken by an adult.","neutral"
"(a person; stands; nearby) ||| (The black dog; has; a toy in its mouth)","The cat is playing with a toy.","contradiction"
"(another woman in a navy blue jacket; are overlooking; a mountain range) ||| (A woman in a denim jumper; are overlooking; a mountain range)","The two women are on vacation.","neutral"
"(a bench; going; through a pink laptop bag) ||| (An Asian woman; sitting; on a bench)","The laptop bag is orange.","contradiction"
"(woman; pose; L:in front of some traffic) ||| (A man; pose; L:in front of some traffic)","A man and a woman stand on top of a mountain.","contradiction"
"(a crowded urban area; listening; to music) ||| (An Asian woman; standing; in a crowded urban area)","A woman is sleeping","contradiction"
"(The little boy; jumps; onto the bed) ||| (The little boy; jumps; through the beaded curtain)","the boy was in the kitchen","contradiction"
"(one wearing shin guards; lay horizontally; on logs; with their backpacks in sight) ||| (Two men; lay horizontally; on logs; with their backpacks in sight) ||| (one; wearing; a teal shirt)","Two men are hiking on a trail.","neutral"
"(Two teen girls; sitting; in front of window; with view of mountains) ||| (Two teen girls; sitting; in front of window; with view of city)","They are friends with each other.","neutral"
"(a bowling alley; standing; in front of a lane with a black bowling ball in it) ||| (A guy; wearing; all black; L:at a bowling alley)","A man wearing all black is about to bowl a perfect game.","neutral"
"(A man; reading; a newspaper) ||| (A man in a white shirt; is sitting; on a curb)","The man is going up an escalator.","contradiction"
"(A man; kneels; L:in a field of white tulips) ||| (A man; kneels; L:in a field of yellow tulips) ||| (A man; kneels; L:in a field of red tulips)","The man is in the kitchen cooking.","contradiction"
"(a woman; answering; questions about a book) ||| (a woman; are; on stage) ||| (Four men; answering; questions about a book) ||| (Four men; are; on stage)","The authors of the book are answering fans' questions.","neutral"
"(the waves; holding; his paddle) ||| (A kayaker; goes; through the waves)","a kayaker left his paddle at home.","contradiction"
"(the sidewalk; holding; a young boy's hand; T:on a rainy day) ||| (A woman; walks; down the sidewalk)","The woman is holding an umberalla over her son's head with one hand while holding his other one.","neutral"
"(a factory; wearing; plastic gloves) ||| (a factory; wearing; plastic aprons) ||| (Two men; work; with machinery; L:in a factory)","the men are actually women.","contradiction"
"(A man in a red jacket; strums; his guitar with the city behind him) ||| (A man in blue jeans; strums; his guitar with the city behind him)","THe man is a mucisian.","entailment"
"(A young male child; paddles around; L:in an indoor pool inside of a blue innertube) ||| (A young male child; paddles around; L:in an indoor pool inside of a green innertube)","The child is in an outdoor pool.","contradiction"
"(A snowboarder; does; a trick; with his pink , blue & black board) ||| (A snowboarder; makes; a jump)","The young man enjoys summer sports.","contradiction"
"(A boy with a backpack; sits; on points) ||| (A boy with a backpack; sits; on a trail)","the boy is coming from school","neutral"
"(Man in vest balances between to pillars; holding; two flaming torches; L:in his right hand) ||| (Man in black pants between to pillars; holding; two flaming torches; L:in his right hand)","The man is standing alone.","neutral"
"(a woman; sit; on a curb in the shade) ||| (A man; sit; on a curb in the shade)","While waiting for their ride, they sat down in the shade.","neutral"
"(a machine; are doing; demolition; L:on a street) ||| (Three men; are doing; demolition; L:on a street)","Three men watch tv in a bar.","contradiction"
"(woman; are traveling; on a moped on a brick lined street) ||| (A man; are traveling; on a moped on a brick lined street)","Two people are traveling.","entailment"
"(a young Asian girl with a tricycle; are standing; outside; L:in the shade) ||| (Two Asian women; are standing; outside; L:in the shade)","Two mothers and their daughter are visiting a park.","neutral"
"(a woman; are standing; on the curb) ||| (A man; are standing; on the curb)","the pimp was busy on the corner","neutral"
"(Workers; working; L:in sand) ||| (Workers; working; L:in the mud)","Some construction workers are working in the ed and sand.","neutral"
"(A man with white hat; bending; over watering a garden with a water container) ||| (A man with a gray jacket; bending; over watering a garden with a water container)","Three people went to the planetarium.","contradiction"
"(a black dog; are playing out; L:in the snow) ||| (Two children; are playing out; L:in the snow)","There are two girls tossing a stick with a dog in a snowy park.","neutral"
"(Girls; playing; with the hair on one girl) ||| (Girls; partying; )","Some girls are hanging out together.","entailment"
"(a girl on a skateboard; have; fun; L:in a parking lot) ||| (A young boy; have; fun; L:in a parking lot)","The boy is flirting with the girl.","neutral"
"(A couple; inspect; vegetable; L:behind a protective plastic screen) ||| (A couple; inspect; fruits; L:behind a protective plastic screen)","A husband and wife are enjoying their new fruits and vegetables they grew in their greenhouse.","neutral"
"(a wall; covered; in graffiti) ||| (An old woman; standing; in front of a white door in a wall)","the woman is skating on the ice","contradiction"
"(A white motorcycle; is being ridden; L:around a bend on a racetrack) ||| (A red motorcycle; is being ridden; L:around a bend on a racetrack)","The horse is racing around the track.","contradiction"
"(the woman; is blowing; bubbles) ||| (a woman; are; outside) ||| (A man; are; outside)","Two kids are jumping on a trampoline.","contradiction"
"(blankets; spread; L:over a field of grass) ||| (Youths; lie; on blankets) ||| (Youths; sit; )","The youths are in the chemistry classroom.","contradiction"
"(a table; being sniffed; by another dog) ||| (A dog; lays; under a table)","There is a group of dogs laying under the table being sniffed by other dogs.","neutral"
"(Man in tan pants with cowboy hat; holds; a jar in front of a house) ||| (Man in denim shirt; holds; a jar in front of a house)","The man is in the house vacuuming.","contradiction"
"(boy; are flying together; a kite) ||| (A man; are flying; a kite; T:together)","My dad is teaching my son how to fly a kite.","neutral"
"(A middle - aged man with glasses; holds up; a small , wooden handmade cabinet) ||| (A middle - aged man with a white beard; holds up; a small , wooden handmade cabinet)","The cabinet is painted blue.","neutral"
