"Premises","Hypothesis","GoldLabel"
"(baby; posing; L:in front of an engine of an old train) ||| (Man; posing; L:in front of an engine of an old train)","The man is near a train.","entailment"
"(four people; are wading; L:together inside a dog park pool) ||| (Five dogs; are swimming; )","a cat fell in in the bathtub","contradiction"
"(women on stage; holding; poles) ||| (Men on stage; performing; ) ||| (Men on stage; holding; poles with colors)","There are two people in this picture.","entailment"
"(a dog; are; on a beach) ||| (A little girl; are; on a beach)","The girl and the dog are playing ball on the beach.","neutral"
"(A man; is skiing; down a mountain with another large mountain behind a river between the mountains) ||| (A man; is skiing; down a mountain with another large mountain behind him)","A man sledding down a hill.","contradiction"
"(ladders; working; on a house) ||| (Two men in had hats; are; on ladders)","Construction workers are working on a house.","entailment"
"(People; are waiting; L:outside a garden seller) ||| (People; are waiting; L:outside a lawn seller)","people are looking for some grass","neutral"
"(a woman; sit; in an above - ground hot - tub) ||| (A man; sit; in an above - ground hot - tub)","Two men are a hot tub.","contradiction"
"(A man; facing; a still water) ||| (A man; facing; a cloudy sky) ||| (A man; sits; on the edge of a dock with a fishing pole)","A man fights a steelhead while drifting the Nestucca","contradiction"
"(Women in headwraps; speaking emotionally; ) ||| (Women in headwraps; are gathered; together)","A group of women wearing head gear are talking to each other.","entailment"
"(girls; reclining; on a trampoline) ||| (A group of girls; jumping; )","Girls practing routine on tramploline.","neutral"
"(Two; cheering; L:outdoors) ||| (Two young men in blue sports uniforms; running; )","The two young men are naked and taking a shower at home.","contradiction"
"(a hat; to be giving; a speech; to a crowd) ||| (a hat; appears; ) ||| (a crowd; holding; a microphone) ||| (A man with a scruffy beard; to be giving; a speech; to a crowd) ||| (A man with a scruffy beard; appears; )","The man is running for office.","neutral"
"(A girl; is eating; a snack) ||| (A girl; is sitting; on a bench)","A girl is sleeping on the road","contradiction"
"(A man; selling; vegetables; L:on the side of a busy street) ||| (A man; selling; flowers; L:on the side of a busy street) ||| (A man; sits; )","The man is selling kittens.","contradiction"
"(holding paddles; are; in a raft) ||| (Some children; wearing; life jackets)","Some children are outdoors, in the water.","entailment"
"(Women of different ethnicities; holding; yellow darts) ||| (Women of different ethnicities; holding; red darts) ||| (Women of different ethnicities; stand; in a room)","Ladies are about to play a game of darts","neutral"
"(woman; looking; at vegetables) ||| (A man; looking; at vegetables)","boy eats candy bar","contradiction"
"(The girl; has; a polka dot jacket on) ||| (The girl; has; pink pants)","A young lady is getting ready for a date.","neutral"
"(people; waiting; ) ||| (people; seated; in individual chairs)","People are sitting in the chair and eating food.","contradiction"
"(Two men in orange vests; are looking; at a clipboard) ||| (Two men in orange vests; are working; )","The men are eating burritos","contradiction"
"(Many pigeons; ripped; blue jeans) ||| (Many pigeons; are; crowded around the feet of a woman in a blue tank - top)","There is only one pigeon by the woman.","contradiction"
"(one; even has; blue hair) ||| (Two hippies; playing; music; L:in the quad)","The blue haired hippy is playing music with a friend.","entailment"
"(a large watch; is trimming; the hair of a younger , attractive man) ||| (A smiling bald man with glasses; is trimming; the hair of a younger , attractive man) ||| (a younger , attractive man; using; scissors)","a barber works hard","neutral"
"(woman; stand; in front of a large red modern statue) ||| (A man; stand; in front of a large red modern statue)","Two people stand together","entailment"
"(A girl; demonstrating; how to use a staff , in front of a class of spectators) ||| (A girl; demonstrating; how to use a staff , in front of a class of martial artists)","The girl is sitting at her desk.","contradiction"
"(white boots; is walking; L:along a stone structure with white stone columns) ||| (A woman in a long white dress; is walking; L:along a stone structure with white stone columns)","A female dressed in white is walking and seeing different stone structures.","entailment"
"(three small children; are walking; L:on a sidewalk in a park - like setting) ||| (Two adults; are walking; L:on a sidewalk in a park - like setting)","the children are running and playing","neutral"
"(the man's face; pressed; against the child's cheek) ||| (A child in a black shirt; is being embraced; by an older man in a white shirt)","Two people are touching each other.","entailment"
"(This picture; is; of a woman cooking) ||| (This picture; is; of a man)","Two adults are making a meal.","entailment"
"(A person in jeans; welds; a large pipe) ||| (A person in a green shirt; welds; a large pipe)","A person is cutting the paper in half.","contradiction"
"(a BMX rider; fixing; his wheel; L:at the skate park) ||| (a BMX rider; sitting; on a concrete ledge)","A person performing maintenance.","entailment"
"(a young woman in a blue uniform; are holding; a folded flag) ||| (An older gentleman in a white uniform; are holding; a folded flag)","The man and woman are about to jump off a cliff.","contradiction"
"(a dog; are playing; L:in a fenced in backyard with snow on the ground) ||| (Little boy; are playing; L:in a fenced in backyard with snow on the ground)","The snow is white.","neutral"
"(her shoulders; putting; a craft; together) ||| (An older woman; wearing; red sweatshirt on her shoulders) ||| (An older woman; wearing; a blue top)","A woman makes sure to wear blue and red on 4th of July.","neutral"
"(a black striped shirt; writing down; something) ||| (a red striped shirt; writing down; something) ||| (Man with glasses; writing down; something)","A man is lost as to what he is writing down.","neutral"
"(Young girls; plays together; soccer) ||| (Young boys; plays together; soccer)","The kids are competing against each other.","neutral"
"(A band with one singer; is playing; for a group of people) ||| (A band with two guitars; is playing; for a group of people)","the band is asleep","contradiction"
"(a man in orange shorts; harvest; a bale) ||| (a man in teal shorts; harvest; a bale) ||| (A man in blue shorts; harvest; a bale)","The men are working.","entailment"
"(A man; plays; a public piano) ||| (A man; sits down; )","the man is playing for his wife","neutral"
"(an umbrella; walks; past a parking meter) ||| (a long trench coat; walks; past a parking meter) ||| (A man with white hair; walks; past a parking meter)","a man is walking","entailment"
"(Two children; are; at pouring water into a bowl) ||| (Two children; are; at a sink)","Two children are cleaning their cereal bowls after breakfast.","neutral"
"(a photo session; involving; wind chimes) ||| (One person; is assisting; another; L:inside a photo session)","Two people are doing something with wind chimes.","entailment"
"(A person; jumping; over a sand dune) ||| (A person; running; )","The person is sitting.","contradiction"
"(2 women; playing; a violin) ||| (2 women; playing; a blue guitar) ||| (2 women; are standing; in a street)","Two woman are trying to attract people's attention through music","neutral"
"(a child; about to eat; a meal) ||| (a child; are sitting; at a table) ||| (A woman with pink bangs; about to eat; a meal) ||| (A woman with pink bangs; are sitting; at a table)","Women sleeping at home/","contradiction"
"(two buckets; strapped; L:at his sides) ||| (A painter; hanging; L:on the side of a building painting; with two buckets)","the painter is a woman","neutral"
"(A child in a dog; pose; for a picture outdoors) ||| (A child in a black bike helmet; pose outdoors; for a picture) ||| (A child in jeans; pose; for a picture outdoors) ||| (A child in a red sweatshirt; pose; for a picture outdoors)","A child and a dog play in the living room.","contradiction"
"(red; lit; stage with a drummer playing) ||| (red; lit; stage with a guitarist)","The concert is at night.","neutral"
"(four girls; playing; jump-rope; L:in the immediate foreground) ||| (many people; are milling; about; with four girls; L:At a crowded outdoor event)","4 girls lay in the sun tanning at an outdoor event.","contradiction"
"(A person; walking; down the street in orange hat; L:in front of a building with a blue balcony) ||| (A person; walking; down the street; L:in a brown jacket in front of a building with a blue balcony)","A hipster admires a building with an ugly balcony while wearing a terrible outfit.","neutral"
"(a little boy; is; behind him) ||| (A dog; is; at the top of a blue slide)","The dog is sleeping at home.","contradiction"
"(A group of mixed aged people; waiting; L:in a line) ||| (A group of mixed aged people; are sitting; on the sidewalk)","A bunch of people waiting in line to buy Grateful Dead tickets.","neutral"
"(the road; looking; into the distance) ||| (Two people; are standing; along the side of the road)","Two people are walking on the beach.","contradiction"
"(a map; is pinned; L:on the wall) ||| (3 women; talking; )","three women talk near a map","entailment"
"(Two young people in black shorts; walking; L:over a river bed) ||| (Two young people in white shirts; walking; L:over a river bed)","A adorable couple having a stroll outside.","neutral"
"(A female fire performer; work; their craft; L:in front of an audience) ||| (A male fire performer; work; their craft; L:in front of an audience)","They may be juggling with fire.","neutral"
"(brown - haired boy; are eating; cereal; L:at a table) ||| (A young blond girl; are eating; cereal; L:at a table)","Two children are eating breakfast.","neutral"
"(People; gathered; L:on a policeman; L:in blue looking off shot) ||| (People; gathered; L:on a busy Asian street; L:in blue looking off shot)","The group of people are in standing in the street.","entailment"
"(a cow; are standing; on a hillside) ||| (A dog; are standing; on a hillside)","The dog and cow are in space.","contradiction"
"(3 children; holding; their arms) ||| (3 Children; holding up; T:while smiling with a Christmas Tree in the background)","They are taking a test at school","contradiction"
"(A woman; drinking; a drink) ||| (A woman; is sitting; )","A woman is running a race.","contradiction"
"(orange hard hats; looking; at a recently sawed down tree) ||| (orange hard hats; are standing; on a hillside) ||| (Two men in plaid shirts; looking; at a recently sawed down tree) ||| (Two men in plaid shirts; are standing; on a hillside)","Two men are looking at the tree they cut down due to the damage from the storm.","neutral"
"(A white dog; jumping; for a ball) ||| (A black dog; jumping; for a ball)","An english sheepdog clumsily plays fetch.","neutral"
"(indian women; are; in a parade dancing; L:In this photo) ||| (indian men; are; in a parade dancing; L:In this photo)","There is more than one person in the parade.","entailment"
"(a guitarist; are pictured; L:in this concert photo) ||| (this concert photo; performing; one of their songs) ||| (A lead singer; are pictured; L:in this concert photo)","A singer and guitarist for a country band play at a festival.","neutral"
"(Many women in black pants; posing; with their arms out) ||| (Many women in pink shirts; posing; with their arms out)","They are models.","neutral"
"(A man; is wearing; a welders mask) ||| (A man; is wearing; a green shirt)","A man is hiding his identity.","neutral"
"(a woman in white pants; use; a telescope) ||| (A woman in jeans; use; a telescope)","The women are using a telescope.","entailment"
"(a man; looks; down; L:Next to two men in orange uniforms) ||| (a man in a gray sweatshirt; places; his arms; over a wall; L:Next to two men in orange uniforms)","An old man in a gray shirt places his arm tiredly over a wall and watches two men in uniform.","neutral"
"(man; speaking together; L:in front of awaiting army personnel) ||| (Businesswoman; speaking together; L:in front of awaiting army personnel)","Two people are having a very important discussion.","neutral"
"(man with bikes; stand; by a man with a guitar in front of a large building with a balcony) ||| (A woman; stand; by a man with a guitar in front of a large building with a balcony)","Everyone in the photo is riding a bicycle.","contradiction"
"(bib; eating; a green apple) ||| (A young boy in a blue hat; eating; a green apple)","The boy is also eating a sandwich.","neutral"
"(one man; wears; a blue one with a pink logo on the front) ||| (Two men; wear; plain white t - shirts)","Three men are wearing shirts.","entailment"
"(A woman; is wearing; a helmet; L:at an outdoor barbecue) ||| (A woman; is wearing; a horse costume; L:at an outdoor barbecue)","A woman is dressed like an animal.","entailment"
"(a boat; skiboarding; at a high rate of speed) ||| (Man; being towed; behind a boat)","man relaxing on the water","neutral"
"(a club; watching; a performance) ||| (A group of people; are; at a club)","the people watch the show on friday","neutral"
"(a boy; perform; a street show for the tourists) ||| (the tourists; passing by; ) ||| (Two men; perform; a street show for the tourists)","Women watch tumbleweed blowing on the plains.","contradiction"
"(A group of seven men; are standing; in front of a blue bus) ||| (A group of seven men; are standing; in front of a yellow bus)","Some people are near a large vehicle.","entailment"
"(the ocean; wearing; a black swimsuit) ||| (a lone parasailer; surfing; L:in the ocean)","The alien is flying over the water.","contradiction"
"(yellow vests; doing; work) ||| (People; dressed; in yellow vests)","A group does work with yellow vest on.","entailment"
"(Man in bowtie; working hard; at making stuff) ||| (Man in funny hat; working hard; at making stuff)","The man is attracting a large crowd as they watch him work.","neutral"
"(a Walgreens; located; L:on a corner) ||| (two people; walking; past a Walgreens)","The people are riding their bicycles.","contradiction"
"(a woman; eating; ) ||| (A man; eating; ) ||| (a woman; are sitting down; ) ||| (A man; are sitting down; )","A couple is at a restaurant.","neutral"
"(Men on horses; looking; at the lake) ||| (Men on horses; are standing; on the shore)","Horses crossing a river.","contradiction"
"(their dad; are looking in; at the path) ||| (The two girls; are looking in; at the path)","The three people are looking at something","entailment"
"(rubber gloves; holds; a braided metallic wire) ||| (a tan canvas long - sleeve shirt; holds; a braided metallic wire) ||| (A man in blue jeans; holds; a braided metallic wire)","A man prepares to blow up a mineshaft.","neutral"
"(Two black dogs; run; through the dry grass) ||| (Two brown dogs; run; through the dry grass)","The dogs are eating the grass.","contradiction"
"(Two girls on a volleyball team; react; to the white ball) ||| (Two girls on a volleyball team; react; to the yellow ball) ||| (Two girls on a volleyball team; react; to the purple ball)","The two girls are sleeping.","contradiction"
"(A boy; playing around; L:in the blue lake) ||| (A boy; playing; L:around; L:in the pristine lake)","The boy is trying to find sunken treasure","neutral"
"(one woman; is eating; a snack) ||| (Two women; are sitting; on the sofa)","Two women rest on a bench next to an apple tree.","contradiction"
"(A man; holds; a woman; L:in a white costume in the air) ||| (A man; holds; a woman; L:in a blue costume in the air)","A man is trying to shake the candy out of a woman by holding her upside down on Halloween.","contradiction"
"(A young toddler; crying; ) ||| (A young toddler; is seen; )","A toddler cries because they can not find their favorite toy.","neutral"
"(An old man in sunglasses; sits; on a green park bench) ||| (An old man in a cabbie hat; sits; on a green park bench)","The old man is with his daughter.","neutral"
"(rocks; overlooking; a snowy mountain range) ||| (A climber; is standing; on rocks)","A vlimber looking at some mountains.","entailment"
"(groomsmen; walk; down the aisle) ||| (A bridesmaid; walk; down the aisle)","Two women are walking down an aisle.","contradiction"
"(A dog; trying; to get into bags) ||| (A dog; is standing up; against the kitchen counters)","A dog sleeps in the living room.","contradiction"
"(two children; sit; at a bus stop) ||| (Two women; sit; at a bus stop)","People are sitting down","entailment"
"(A man in black pants; walks; L:next to a Glacier vending machine) ||| (A man in a blue shirt; walks; L:next to a Glacier vending machine)","A human walking","entailment"
"(a toddler; are tearing; wrapping paper off a present) ||| (A young girl; are tearing; wrapping paper; off a present)","The paper is not torn","contradiction"
"(a woman on stage; singing; to them) ||| (People in an audience; listening; to a woman on stage)","There is a large group","neutral"
"(A brown dog; running; across the grass) ||| (A black dog; running; across the grass)","The dogs are chasing a ball.","neutral"
"(a sidewalk; surrounded; by trees with a view of city buildings) ||| (People; are sitting; on benches; L:on a sidewalk)","There are people outdoors.","entailment"
"(women; walking; down a sidewalk) ||| (Men; walking; down a sidewalk)","There are both men and women outside.","entailment"
"(Man with beard; teaching; a class) ||| (Man with long hair; teaching; a class)","There is a man teaching students.","entailment"
"(a street vendor; selling; pottery) ||| (a street vendor; selling; flowers) ||| (A man; walks; by a street vendor)","A person has an opportunity to purchase flowers.","entailment"
"(Three dogs; checking out; a fountain) ||| (Three dogs; are outdoors; together)","Animals checking out a chocolate fountain.","neutral"
"(two people; sitting; at a table) ||| (A film; set; with two people)","The people are wearing shorts.","neutral"
"(An elderly women; buying; conditioner; L:at a store) ||| (An elderly women; buying; shampoo; L:at a store)","An elderly woman buys a bottle of Head & Shoulders.","neutral"
"(a barefoot man; lay; down; on rocky terrain) ||| (A woman; lay down; on rocky terrain)","they are outside","entailment"
"(a shop; called; Sublime) ||| (A woman; walks; past a shop)","A man running past a restaurant called ""ParOrange""","contradiction"
"(A man in a white graphic tee; stands; near a woman in a black shirt with a scarf) ||| (A man in a green hat; stands; near a woman in a black shirt with a scarf) ||| (A man; watches; a woman in a gray shirt dance)","The man is blind.","contradiction"
"(A puppy; is gnawing; on a plant branch; L:in an uncut grassy area with a barrel nearby) ||| (A puppy; is gnawing; on a plant branch in an uncut grassy area with wood)","A puppy is sitting on a barrel in a neatly cut yard.","contradiction"
"(People; practicing; relaxing) ||| (People; practicing; walking) ||| (People; practicing; jogging) ||| (People; practicing; kickboxing)","People in a large space are performing a variety of activities.","entailment"
"(a woman; are jumping; off a dock; into the water) ||| (A man; are jumping; off a dock; into the water)","A man and woman playing on their first date.","neutral"
"(various people; lying; on the ground) ||| (A group of people; staring; at various people) ||| (A group of people; are standing; outside)","At least some people are on the ground.","entailment"
"(an umbrella; walks; past a parking meter) ||| (a long trench coat; walks; past a parking meter) ||| (A man with white hair; walks; past a parking meter)","the man is seated","contradiction"
"(a blue car; heading; in the opposite direction) ||| (A large crowd of people; are walking; T:for the cure; T:on a gray, overcast day with a blue car)","A couple walks alone outside in the sun chatting about reality tv.","contradiction"
"(Three members on the same team at a game; to make; the basket) ||| (one; trying; to make the basket)","People playing sports.","entailment"
"(A man in a cap; is holding; a sign with pictures of food items) ||| (A man in a gray jacket; is holding; a sign with pictures of food items)","The man is with his wife making out.","contradiction"
"(A man in bright yellow hair; watches; his friend cooking) ||| (A man in a red jacket; watches; his friend cooking)","A woman cooks dinner for her friend.","neutral"
"(cars; parked; on grass) ||| (A boy in a Renaissance Fair costume; is standing; by cars)","He made the costume.","neutral"
"(a man in dressy attire; are gathered; L:around a microphone singing) ||| (Two women; are gathered; L:around a microphone singing)","The two women and man in sloppy clothing were silent on stage.","contradiction"
"(Man in a red outfit; is biking down; a rough trail with grass on the sides) ||| (Man in a yellow outfit; is biking down; a rough trail with grass on the sides)","A man is riding his bicycle down a trail.","entailment"
"(sky; make; this a great spot a time out) ||| (water; make; this a great spot a time out) ||| (Earth; make; this a great spot a time out)","A nice place for a picnic.","neutral"
"(a glass; held; L:in someone's outstretched hand) ||| (A woman; pours; a carbonated beverage; into a glass)","A woman is pouring a drink","entailment"
"(A white car; rounds; a corner on a racetrack) ||| (A red car; rounds; a corner on a racetrack)","Two cars race on a dirt track.","neutral"
"(A brunette woman; holds; a white cat; T:while sitting on a couch) ||| (A brunette woman; holds; a black cat; T:while sitting on a couch)","A woman is taming a lion at the circus.","contradiction"
"(an elderly man; is; in the background) ||| (An elderly woman; looks; upset)","An elderly woman is happily knitting a sweater.","contradiction"
"(A man; tying; his shoe) ||| (A man; sits; on a bench near the beach)","A man gets ready to go surfing.","neutral"
"(people; wearing; bright orange vests) ||| (A group of people; are; outside of a window) ||| (people; wearing; hard hats)","They are working together","neutral"
"(A group of four young people; looking out; over a body of water) ||| (A group of four young people; are sitting; with their backs to the camera)","a goup gaze at water","entailment"
"(Woman with black hat; cleaning; a table) ||| (Woman with black uniform; cleaning; a table)","She is making such a mess.","contradiction"
"(a man; are standing; in front of a painting of Cher) ||| (Two women; are standing; in front of a painting of Cher)","The women and man are looking at art.","entailment"
"(a lady; reading; a book) ||| (a lady; are sitting; on a blanket) ||| (The girl; reading; a book) ||| (The girl; are sitting; on a blanket)","The two people are skiing down a hill.","contradiction"
"(A person in brown hoodie , with a backpack; walks; on a sidewalk with signs in Chinese) ||| (A person in baggy pants , with a backpack; walks; on a sidewalk with signs in Chinese)","The young person is walking down a Chinese street.","entailment"
"(A little Asian; poking; her lip; out; as if to make a funny face) ||| (A little Asian girl; is poking; L:at her face)","The little girl is playing.","entailment"
"(a store; making; a face) ||| (a store; taking; a picture) ||| (A woman; is; outside a store)","A cat runs in the grass.","contradiction"
"(two grandkids in shorts; are posing; for a picture) ||| (two grandkids in shirt; are posing; for a picture) ||| (a grandma; are posing; for a picture)","The kids and grandma are dressed in matching outfits.","neutral"
"(they; are eating; ) ||| (People; are having; occasion)","Birds are congregated, feasting on a peanuts.","contradiction"
"(woman; walking; down the street) ||| (A man; walking; down the street)","There are people running","contradiction"
"(Bearded man in red shirt; pulling; a rope) ||| (Bearded man in gray shirt; pulling; a rope)","Someone is spinning a rope above their head.","contradiction"
"(a woman; is singing; ) ||| (A man; is wearing; a striped shirt)","A man is watching his wife.","neutral"
"(A black dog; running; through snow - covered ground) ||| (A brown dog; running; through snow - covered ground)","Some snow has visibly clung to the brown and black dog's fur.","entailment"
"(A woman; holds; a white shopping bag; L:in the rain) ||| (A woman; holds; a black umbrella)","A tall human has a bag","neutral"
"(A man in khaki pants; checks; his cellphone; L:in front of the entrance of a building) ||| (A man in a white shirt; checks; his cellphone; L:in front of the entrance of a building)","The door to the building is open.","neutral"
"(the other; has; cigarette; L:in his mouth) ||| (one; has; a machete knife) ||| (Two Mexican guys; standing; on outskirts of a field)","Two guys driving a car.","contradiction"
"(An older bold man with a beard in the bright shirt; is smoking; L:on the street) ||| (An older bold man with a beard in the bright shirt; is sitting; )","The man has no facial hair.","contradiction"
"(A young man; carrying; large bags) ||| (A young man; riding; a skateboard)","The man is holding grocery bags riding on his way home.","neutral"
"(man; wearing; vest sewing gray piece of fabric) ||| (man; wearing; blue shirt gray piece of fabric)","The man uses a sewing machine to sew.","neutral"
"(Three men; watching; the surroundings) ||| (Three men; are; beneath a red umbrella) ||| (two; wearing; white shirts)","There are men.","entailment"
"(A man in a white shirt; plays; tennis) ||| (A man in a blue headband; plays; tennis)","A person is playing tennis.","entailment"
"(man in a park; looking; around a park) ||| (children woman in a park; looking; around a park)","People are having a picnic in the park.","neutral"
"(a woman; wearing; yellow sunglasses) ||| (a woman; holding; a suitcase) ||| (A man on stilts; walks; L:behind a woman)","A woman is walking in a dress in front of a much taller man.","neutral"
"(one of them; is holding; a cane) ||| (A group of man; standing; together)","The group of men are not sitting on the ground.","entailment"
"(barefoot children; stand; near a water fountain) ||| (People; are gathered; L:in a city)","A bunch of people are drinking from a water fountain.","neutral"
"(a woman; are talking; L:in the sun) ||| (A man; are talking; L:in the sun) ||| (a woman; are walking; L:along a sidewalk) ||| (A man; are walking; L:along a sidewalk)","It is cloudy and rainy.","contradiction"
"(A man in sunglasses; is holding; an axe; T:next to a bust of daffy duck) ||| (A man in a black shirt; is holding; an axe; T:next to a bust of daffy duck)","The man is destroying the bust.","neutral"
"(a sports shop; located; L:in the city of angles) ||| (A man; doing; window shopping; for his shoes; L:at a sports shop)","A man is shopping for a birthday gift for his son.","neutral"
"(Two workers; wearing; yellow jackets) ||| (Two workers; wearing; black jackets) ||| (Two workers; wearing; white hard hats)","They are wearing green and blue jackets with pink hard hats.","contradiction"
"(Youngsters; are being served; ham) ||| (Youngsters; are being served; green eggs)","Old men are playing checkers.","contradiction"
"(A person; is suspended; by poles against a blue sky) ||| (A person; is suspended; by wires)","There is a highwire act that is too high and it suspended between two buildings.","neutral"
"(A group of people; covered; mountains; L:on both sides of them) ||| (people; sitting; on top of rocks with snow)","The people just got done climbing the mountains.","neutral"
"(A man in a colorful outfit with cherries; pulling; a cart; with bags) ||| (cherries; imprinted; L:on the sleeve)","The man with the cart is wearing a shirt with a cherry design.","entailment"
"(a target; trying; to win a prize at a carnival) ||| (A lady; throwing; an object; at a target)","A lady is showing the kids how the carnival game works.","neutral"
"(a man; wearing; a blue dress shirt) ||| (A man in a black t-shirt; is tying; the necktie of a man)","A man is helping another man with his tie","entailment"
"(woman; hold; a discussion near a microscope) ||| (A man; hold; a discussion near a microscope)","Two people talk in a lab.","neutral"
"(the women with the long braid; looks; in the microscope) ||| (Their; are; three women; T:at a desk)","Three women are playing poker at a casino.","contradiction"
"(The bears; to have; a friendly or familiar relationship) ||| (The bears; seem; )","Multiple bears look friendly.","entailment"
"(Several people; watching outside; their leashed dogs) ||| (Several people; sitting; on a bench)","Dogs sit together on a chair indoors.","contradiction"
"(A group of women; are dancing; L:at a house party) ||| (A group of men; are dancing; L:at a house party)","A group of people are dancing to rock music.","neutral"
"(A happy woman; picks; through bright white flowers) ||| (A happy woman; picks; through bright green flowers)","A person is looking at vegetation.","entailment"
"(a shirtless man; reads; a book; T:On a rainy day; T:in the middle of a busy city sidewalk) ||| (a shirtless man; sits; T:On a rainy day; L:in the middle of a busy city sidewalk)","A tall human sitting","neutral"
"(a white shirt; is; indoor rock climbing) ||| (A woman in blue shorts; is; indoor rock climbing)","A woman is wearing a helmet.","neutral"
"(a placid lake; surrounded; by lush green foliage) ||| (A man in a canoe; sits; on a placid lake)","A man is sitting on a yacht","contradiction"
"(a man in a woman in an orange top; sit together; on the beach) ||| (a man in a white shirt; sit together; on the beach)","Two people sitting on the beach relaxing on vacation.","neutral"
"(a woman in black business suits; are addressing; 7 military personnel) ||| (A man; are addressing; 7 military personnel)","Two people talking to a crowd.","entailment"
"(A man in blue jeans; playing; a flute along a street) ||| (A man in a gray sweater; playing; a flute along a street)","The man is performing for tips along the highway, trying to pay for a meal.","neutral"
"(A woman; looking blackberry; at her) ||| (A woman; sitting; at restaurant)","she is waiting to meet the president","contradiction"
"(the beach; sunbathing; L:near rocky cliffs) ||| (People; are; on the beach)","People are going on a hike together.","contradiction"
"(A woman in a black leather jacket; is looking; at vegetables) ||| (vegetables; being sold; L:on the street) ||| (A woman in a patterned skirt; is looking; at vegetables)","There is a woman in pants buying fruit.","contradiction"
"(a bride; is holding; a champagne glass; T:next to a man in a blue necktie) ||| (a bride; is holding; a champagne glass; T:next to a man in a blue shirt)","The woman is holding an alcoholic beverage.","entailment"
"(a bed; facing; each other) ||| (Two blond children; are; asleep; L:in a bed)","Two kids are sleeping.","entailment"
"(A brown boat; is packed; with people) ||| (A brown boat; is packed; with goods)","A car is full of goods.","contradiction"
"(A man in a blue shirt; speaks; into a microphone; T:before a group) ||| (A man in khakis; speaks; into a microphone; T:before a group)","The woman sang into the microphone.","contradiction"
"(The Irish setter with the safety vest; is running; ahead of the Dalmation) ||| (The Irish setter with the safety vest; is running; ahead of the Rottwieler)","Three dogs are running.","entailment"
"(A small girl; is blocking; a much larger girl in a white uniform) ||| (A small girl; is blocking; a much larger girl in a red uniform)","Two female players interacting.","entailment"
"(A man in baseball cap; picking up; trash; L:in an empty lot) ||| (a black shirt; picking up; trash; L:in an empty lot)","A woman picks up trash in her room","contradiction"
"(Two boats with passengers; are; in a river) ||| (a river; lined; by buildings) ||| (Two boats with paddlers; are; in a river)","Two boats sitting at an abandoned harbor.","contradiction"
"(A girl; demonstrating; how to use a staff , in front of a class of spectators) ||| (A girl; demonstrating; how to use a staff , in front of a class of martial artists)","The girl was in front of an audience.","entailment"
"(dark hair; wrapped; in a blue towel) ||| (A man; holds; a baby; with dark hair)","There is a man holding a child outdoors","neutral"
"(A woman; reading; a book) ||| (A woman; is sitting down; )","A Chef prepares to audition for a TV show.","contradiction"
"(a dirt path; surrounded; by trees) ||| (a dirt path; surrounded; by grass) ||| (A white dog; rushes; down a dirt path)","A white dog is eager to greet his owner.","neutral"
"(blue jeans; standing; at a watch repair booth) ||| (a man; standing; with blue jeans) ||| (a man; standing; with a gray shirt watch repair booth)","A man is patiently waiting for his watched to be fixed","neutral"
"(a white building; playing; an accordion) ||| (A man; sits; by a driveway in front of a white building)","Several group of men are playing musical instruments from a white building.","neutral"
"(Two females ( in bright orange shirt respectively; taking; a stroll) ||| (Two females ( in blue orange shirt respectively; taking; a stroll)","Two women are walking.","entailment"
"(A boy in an orange baseball cap; sits; in a grassy field next to a black ball) ||| (A boy in an orange shirt; sits; in a grassy field next to a black ball)","The boy is climbing a tree.","contradiction"
"(A white dog; stands; neck deep in clear water) ||| (A black dog; stands; neck deep in clear water)","a huge animal in water","neutral"
"(A girl; wears; a tiara) ||| (A girl; wears; a fancy dress)","The girl is dressed up.","entailment"
"(One man in jeans; catches; a frisbee on a college campus) ||| (One man in a blue shirt; catches; a frisbee on a college campus)","A college student taking a break from his studies jumps and catches a frisbee.","neutral"
"(a girl; are taking together; a walk) ||| (A man; are taking together; a walk)","There is a man leading a pack of dogs through the forest.","contradiction"
"(a girl; are sitting; on a tile floor; L:behind a wooden rack for weaving) ||| (A woman; are sitting; on a tile floor; L:behind a wooden rack for weaving)","The woman and girl are getting ready to create yarn.","neutral"
"(A man; looking out; ) ||| (A man; opening; a door)","Installing new carpet","contradiction"
"(rocks; overlooking; the ocean) ||| (A man; is standing; on top of rocks)","Man looking at water","entailment"
"(A young child; draws; colorful squiggles; on a white piece of paper) ||| (A young child; sits; in a highchair)","A child is drawing a picture while waiting for her mother.","neutral"
"(A man in a hat; is sitting; next to next to a metal bucket) ||| (A man in a hat; is sitting; next to a little boy)","A man is swimming in the ocean.","contradiction"
"(the show; to begin; ) ||| (The people; are getting; ready for the show)","People stare in awe at the movie screen.","contradiction"
"(a black t-shirt; standing; on the outside of a levee) ||| (Onlookers; observe; a man; L:in a black t-shirt)","People are watching an old man stand by a levee.","neutral"
"(An elderly man; looking; into the street) ||| (An elderly man; sitting; on a folding chair)","A man is sleeping on the ground looking into the street.","contradiction"
"(Some staff members in yellow shirts; help out; with local kids in crafts activities) ||| (Some staff members in yellow shirts; help out; with local kids in arts activities)","Nobody has a shirt on.","contradiction"
"(People; are sitting; around a table; with plates) ||| (People; are sitting; around a table; with colorful bowls)","The friends are playing poker at the table.","neutral"
"(a competition; wearing; pink attire) ||| (A couple; is dancing; L:in a competition)","a husband and wife dance in a competition to raise awareness for breast cancer","neutral"
